2026-05-26 16:45:38,684 | numexpr.utils | INFO | NumExpr defaulting to 16 threads.
2026-05-26 16:45:38,940 | root | WARNING | Argument de tipus no vàlid o no proporcionat: None
2026-05-26 16:45:38,971 | root | INFO | Gestionador carregat des de pickle: gestionador.pkl
2026-05-26 16:45:41,800 | root | INFO | Entrada seleccionada: 1
2026-05-26 16:45:43,415 | root | INFO | Usuari seleccionat: 20
2026-05-26 16:45:43,416 | root | INFO | Recomanació inicialitzada
2026-05-26 16:45:43,416 | root | INFO | Recomanacio simple seleccionada per l'usuari: 20
2026-05-26 16:45:43,425 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,425 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,425 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,426 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:43,427 | root | INFO | Similituds trobades per a recomanació simple
