2026-05-26 16:52:17,916 | root | INFO | Gestionador carregat des de pickle: gestionador.pkl
2026-05-26 16:52:22,802 | root | INFO | Entrada seleccionada: 1
2026-05-26 16:52:25,351 | root | INFO | Usuari seleccionat: 20
2026-05-26 16:52:25,351 | root | INFO | Recomanació inicialitzada
2026-05-26 16:52:25,351 | root | INFO | Recomanacio simple seleccionada per l'usuari: 20
2026-05-26 16:52:25,358 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,358 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,359 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,359 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,359 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,359 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,359 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,360 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,361 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,362 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,363 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,364 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:52:25,365 | root | INFO | Similituds trobades per a recomanació simple
