2026-05-26 16:49:08,710 | numexpr.utils | INFO | NumExpr defaulting to 16 threads.
2026-05-26 16:49:08,972 | root | WARNING | Argument de tipus no vàlid o no proporcionat: None
2026-05-26 16:49:08,995 | root | INFO | Gestionador carregat des de pickle: gestionador.pkl
2026-05-26 16:49:11,648 | root | INFO | Entrada seleccionada: 1
2026-05-26 16:49:13,908 | root | INFO | Usuari seleccionat: 20
2026-05-26 16:49:13,908 | root | INFO | Recomanació inicialitzada
2026-05-26 16:49:13,908 | root | INFO | Recomanacio simple seleccionada per l'usuari: 20
2026-05-26 16:49:13,916 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,917 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,917 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,917 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,917 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,917 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,918 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,919 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,920 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,921 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,922 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,923 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,924 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,925 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,926 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,927 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,928 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,929 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,930 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,931 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,932 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,933 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,934 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,935 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,936 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,937 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,938 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,938 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,938 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,938 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,938 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:49:13,938 | root | INFO | Similituds trobades per a recomanació simple
